minecraft_117_world_seed,nftworlds2021_id
-355053824,1
1301154046,2
-480221449,3
-150381373,4
444370970,5
-993030135,6
-1580459388,7
143824207,8
1499548351,9
528688355,10
1166579835,11
1713693605,12
-1014517112,13
-936799226,14
-15892960,15
-150441504,16
-1913315995,17
-1914145398,18
-1102693400,19
1218078934,20
238691509,21
-40991651,22
-2014789556,23
842783304,24
-1806686416,25
678133880,26
603479365,27
1227930754,28
1808481688,29
68351473,30
572317026,31
-2144229642,32
-764308585,33
2129925353,34
-992908314,35
-1080381574,36
-1465871227,37
1519897265,38
-1934538775,39
-206685641,40
786707138,41
1968678348,42
-1825865923,43
-1338414321,44
-550043875,45
182048523,46
-1361937083,47
717248238,48
-228808296,49
-1697004837,50
-150490057,51
-1574758045,52
159871535,53
1653369273,54
1561784610,55
1245221985,56
751848325,57
638624720,58
-1319599793,59
656092398,60
1354837831,61
1552214301,62
1074312331,63
874291430,64
-2073591538,65
1026731735,66
652641342,67
1881938560,68
970752317,69
-317629114,70
2029511614,71
-937171467,72
-1345052689,73
1130990755,74
1332360065,75
-2060395250,76
-1283182982,77
-285408973,78
-1951694130,79
254560368,80
-944274013,81
-1104500435,82
-2002623776,83
-1741968370,84
-1603282001,85
-716349117,86
107264334,87
1621780997,88
701790728,89
-327467761,90
-1118463620,91
1476285563,92
1582233567,93
-1744548673,94
659808259,95
1219895409,96
1463615114,97
1438861006,98
816308467,99
81168772,100
1157704178,101
1373017308,102
-801715852,103
1816961433,104
174016502,105
-1578454207,106
166828253,107
1411293443,108
-1825453374,109
1837527934,110
-1012780816,111
-1648389729,112
-2021679746,113
-674142745,114
2022178242,115
1007014132,116
947525761,117
-533873399,118
-65260570,119
-1858999381,120
748193070,121
-1127694091,122
-1316412020,123
-2003204162,124
-194547231,125
344577156,126
55014906,127
1886384797,128
616404302,129
-1144210206,130
2144406640,131
1873478786,132
1435744738,133
-1367819305,134
804896634,135
-2025835568,136
1220501987,137
1604802233,138
-1867680154,139
-206620634,140
789382508,141
-888463973,142
1347991883,143
1945994304,144
-1841205070,145
-521215950,146
-801504305,147
22166170,148
753317816,149
271282998,150
118763856,151
-1718628472,152
-1034589456,153
-1536687807,154
-300972916,155
-981916748,156
1943283531,157
-232836581,158
64199150,159
1191178647,160
-1024962957,161
1213456494,162
-1029559242,163
414992980,164
964769346,165
-58382113,166
834530452,167
370568433,168
-1612387223,169
-1794929304,170
-14506080,171
-1320584219,172
-749600178,173
581932618,174
-635309115,175
-1942374264,176
-995756032,177
2043040246,178
-342852980,179
1786247756,180
1244059754,181
1675728962,182
-1621112128,183
735105806,184
-1784565289,185
-926752116,186
1291644485,187
2099967357,188
-2031915406,189
1427964068,190
-294574526,191
-1132394311,192
-1583460340,193
1758032861,194
175285929,195
-519284209,196
-1092832680,197
-2116524264,198
-1382752650,199
-960663794,200
-697358299,201
1542885921,202
269317859,203
-1020854029,204
1208382529,205
-792816609,206
1858729171,207
1584648821,208
-1456686458,209
1296197997,210
-1888875160,211
-434637209,212
-1001821082,213
-2032295843,214
1077499419,215
-1851896047,216
1575312180,217
-1271014083,218
-1083591760,219
-748396369,220
-567345630,221
-523397215,222
-173671001,223
484769959,224
-181366775,225
991311922,226
48004611,227
-1671142458,228
-1378493192,229
-622431749,230
1899594265,231
-1341287123,232
669909009,233
1535973055,234
191690155,235
27268127,236
1014462479,237
-1517022056,238
-92032693,239
991604615,240
-1704278623,241
2138674585,242
-1723979594,243
-804059399,244
600770757,245
1512166167,246
-842306314,247
-780535342,248
356557506,249
298522527,250
2098602774,251
-2110023982,252
-1693089815,253
-1036751083,254
1692963898,255
580135188,256
-1912385973,257
-262290546,258
-1002503956,259
-1521760790,260
-637645660,261
-4620393,262
-529865569,263
-962826932,264
102060191,265
-1100100769,266
-1043082670,267
484450696,268
-1692853288,269
2084209610,270
-199318583,271
-479485298,272
-374812603,273
-921801853,274
-1751995935,275
-102941221,276
1636887399,277
351617627,278
-2131161745,279
-1894220313,280
696850406,281
-1072826874,282
-854301622,283
-661467482,284
1952143229,285
350877551,286
966369074,287
1207215212,288
-1977819020,289
-767546501,290
-2025427094,291
366245636,292
-184117327,293
1112085513,294
-1126662498,295
-996552979,296
-1959792258,297
-659923300,298
-962744785,299
-1991169714,300
1875554275,301
-1216347393,302
-1562267127,303
674958201,304
1659992590,305
621178687,306
1252022175,307
-152488910,308
-1304976068,309
-1823699753,310
-2079515326,311
1443774535,312
-2054357688,313
-358564663,314
-125406016,315
1620248612,316
1667684817,317
-1039488470,318
708862176,319
653816850,320
-1667200567,321
1541972089,322
707370793,323
-912229921,324
-1598103026,325
-881356107,326
2023182357,327
-734570192,328
-219793616,329
-1110930280,330
2098909086,331
516608455,332
-818294705,333
-313391935,334
1740593716,335
207761410,336
-1368882988,337
1601337877,338
-674142384,339
-1437688493,340
-1731740802,341
-1371591081,342
229196497,343
1408412029,344
1941129723,345
1022692105,346
1927119360,347
930523987,348
1653691580,349
-504860618,350
-1863884162,351
1425025682,352
-889543575,353
-552895602,354
-2096269163,355
-1628782287,356
684374120,357
1028090096,358
1976364135,359
499044626,360
-1980006950,361
-1945450561,362
-1870088291,363
-1418451607,364
217184552,365
-1374895577,366
846211805,367
2105835976,368
450120379,369
1199975081,370
-1869660419,371
-1787290476,372
543415024,373
-379578337,374
-1102530587,375
2064401595,376
338598967,377
-1848848462,378
-719571343,379
1949082748,380
1015489049,381
-1310145341,382
1612369373,383
1333045618,384
770857583,385
-2141177583,386
376601583,387
91117436,388
442548847,389
-888719231,390
-1209543674,391
-1315301547,392
615749058,393
584391273,394
603179026,395
889815094,396
1193362188,397
693224064,398
438662787,399
1044470121,400
1953402599,401
-713938918,402
300613976,403
-58406758,404
264843395,405
123070991,406
-1584373570,407
808734194,408
55427673,409
-1078559116,410
-1565688273,411
-901763366,412
270495185,413
-1677766258,414
1985694153,415
3837379,416
298420713,417
-241837364,418
-555409027,419
446239077,420
-218795005,421
1383953162,422
904470595,423
1026035847,424
486791920,425
1171182028,426
-1695170559,427
1577922557,428
-1562772209,429
1532228756,430
-2031704116,431
-397628371,432
-2116237163,433
1845156734,434
227128543,435
-1301513105,436
387144636,437
-578653873,438
-1941860048,439
-1126084389,440
-1584795270,441
740460272,442
1611341379,443
825822583,444
-1897056084,445
1089436965,446
-1849760002,447
-633573318,448
-546718309,449
1351954588,450
-516981640,451
695814767,452
1293259673,453
259900535,454
128836608,455
783218947,456
-828836932,457
1495765148,458
-3852045,459
-1084916016,460
1073508780,461
-2125322520,462
-1665322743,463
304852198,464
-874494967,465
-290893686,466
235273539,467
-1547523399,468
-192424546,469
-287263388,470
981165102,471
1717194023,472
1119475129,473
-1517001841,474
1201238537,475
-474331087,476
-1496105676,477
-1686184227,478
-1286004354,479
-1848798314,480
1357665897,481
1454987876,482
1980850088,483
1950146818,484
945028929,485
1809620608,486
-1519461398,487
1311131309,488
417591144,489
-1011327766,490
1078423744,491
-1854127932,492
1752664748,493
-2075098235,494
-2069312944,495
976072730,496
-1084500509,497
369587558,498
-1991181060,499
-426235565,500
-57989875,501
906412397,502
761987753,503
-25055531,504
-1159423386,505
-872353303,506
-1168638022,507
-332123920,508
188014148,509
2061429082,510
-347891197,511
-442968706,512
171847555,513
-1831501852,514
-482330626,515
1882308773,516
-590335559,517
-1165225362,518
238186452,519
1355415526,520
1513751486,521
-159200114,522
429846265,523
382278934,524
1213472978,525
-10831077,526
-591002462,527
1231217989,528
909455158,529
-898256250,530
-661439483,531
1372204151,532
-1385894687,533
1623147182,534
-486991184,535
1777092604,536
-1876254650,537
-2046473022,538
-506275863,539
-1191010791,540
668000132,541
-880980228,542
-2082361684,543
191240504,544
1652865450,545
172034951,546
133326369,547
-466665702,548
443460055,549
-1787328614,550
-1697542772,551
1759697383,552
-163033001,553
1377186293,554
1556200340,555
1810374458,556
-1518141093,557
1591554848,558
-823670766,559
1489506481,560
-202683114,561
-1857930703,562
419432087,563
-260163009,564
1264042686,565
2143269194,566
-105698933,567
1629483365,568
-1755725878,569
-1707630696,570
-1749669944,571
-2025014336,572
206803396,573
366274633,574
-2130365774,575
1887272875,576
1759541610,577
2063189400,578
-44535899,579
413020049,580
762020425,581
1334144264,582
464514946,583
-368149255,584
-591839536,585
-106911599,586
-1767427470,587
1822631420,588
52885225,589
1990732306,590
-503038055,591
1324276644,592
1925703738,593
-144437895,594
738198410,595
-695676444,596
-38425820,597
1809239184,598
-86440483,599
-1605137748,600
-857187168,601
-1883266710,602
-1444947378,603
-55025443,604
-1816277104,605
164169661,606
625620017,607
175128650,608
1720189010,609
1664268354,610
522420160,611
1145011596,612
1985869245,613
443128960,614
-1847868993,615
1787785837,616
-942978197,617
146063836,618
-1668273196,619
-1188077371,620
41730540,621
-1849238770,622
-1465400760,623
-131799254,624
-561980164,625
908729677,626
-1113496690,627
989215383,628
-111515396,629
684957143,630
221908381,631
461709655,632
-1663142853,633
1932887165,634
-939608547,635
-1009625212,636
1803420941,637
-856412740,638
2101317863,639
-113879237,640
-947253292,641
688355152,642
-428147093,643
-1662429014,644
219614157,645
-1517162262,646
-876030914,647
-1199173901,648
1714409025,649
1534986195,650
-433428821,651
1861540264,652
1337774345,653
-75629894,654
1675029443,655
-1868157421,656
-14435521,657
1810513357,658
-226940220,659
835258199,660
478700359,661
695930735,662
616262486,663
-1140975404,664
-904869596,665
-1165133249,666
-764686620,667
608612551,668
-1866491931,669
340369368,670
-340001646,671
2124799458,672
-445371809,673
-218584239,674
-1946706543,675
200601420,676
-649657436,677
112103345,678
-1213958500,679
716819619,680
1477975868,681
-1620996185,682
-1539984771,683
-511295662,684
1551916546,685
715047390,686
-1097065294,687
1337276615,688
-1290704123,689
789508719,690
-687361361,691
-1657324568,692
1304512941,693
1355865375,694
2143718096,695
-732018402,696
1433304111,697
-607184862,698
-460739512,699
-752604927,700
-1702705863,701
-1404138009,702
495380311,703
-1645065030,704
-683265006,705
757136948,706
-971368232,707
-1337632200,708
555006566,709
1818670151,710
-209119492,711
-438399254,712
230715028,713
1786053519,714
-776645239,715
1261589036,716
1861828617,717
1655780069,718
-1878835454,719
-1402212675,720
1423328637,721
-764871993,722
1960621750,723
-267129822,724
-1124804880,725
-1877992452,726
291551114,727
978357603,728
-1375662863,729
161250993,730
-469757186,731
-569115470,732
-1054786392,733
-1118721416,734
-602627013,735
-338237794,736
873469998,737
-899632783,738
-1467825303,739
-351354168,740
1591505607,741
350688143,742
408323167,743
-1921164833,744
1781958512,745
1302785499,746
1675731806,747
615324082,748
2011297964,749
1972143416,750
-1951682059,751
-1968591600,752
1927692055,753
1358605004,754
1815673618,755
-1692928598,756
-7708425,757
-1674980516,758
158206908,759
-2125576862,760
-938595477,761
1655806837,762
-1302935397,763
1135149078,764
938953228,765
-1292170145,766
-1855008195,767
64121825,768
1015046757,769
-150950930,770
-283252545,771
-238655562,772
1133163393,773
-682123011,774
-1246036581,775
914783855,776
-771737622,777
1332601109,778
1217543637,779
394547540,780
-106528490,781
-15576922,782
-1120988053,783
-1675168015,784
1796293339,785
-1943081384,786
-1683749057,787
1253078698,788
-2039995831,789
-1392278205,790
-1159036868,791
1525739419,792
-72088912,793
-483739394,794
-1902306511,795
1363440099,796
-498995544,797
4409019,798
1713874436,799
2049156578,800
2056278778,801
1751383407,802
543266768,803
-1335681143,804
440473131,805
1362559548,806
1631214546,807
-649558187,808
-1308771497,809
1283558471,810
-108831900,811
-1191163596,812
-39491857,813
-614195340,814
-2037606519,815
1907506295,816
1826708219,817
-1962608442,818
1117096580,819
-1999494155,820
1645846929,821
-2067680181,822
-881620102,823
1720081808,824
-899849901,825
234921394,826
-266179841,827
-1875322401,828
1090652931,829
1551621535,830
1495850505,831
1644568139,832
674464683,833
144052275,834
-1976838127,835
-633807351,836
-1635080736,837
1557066946,838
208797477,839
1199433013,840
-1926996840,841
-1571870275,842
668547009,843
1410193034,844
-802990026,845
-1476768978,846
-1446128225,847
-1797628327,848
-1968989857,849
-1910287012,850
-870578299,851
70024869,852
1188086501,853
1969312767,854
-1621343654,855
1113242821,856
-1575970145,857
-69298345,858
-1893569739,859
-1444811219,860
-1375017215,861
-1295714101,862
2100629286,863
471604500,864
-799712753,865
-1404990924,866
-2088871908,867
-1131265581,868
-2141547545,869
602070941,870
-1139899943,871
-240278381,872
-557930170,873
2083269198,874
1927326034,875
156036512,876
-422035433,877
-740026232,878
820257854,879
1230994634,880
684033157,881
1789476961,882
1371700319,883
366526225,884
-151026120,885
1927469637,886
-398528974,887
-1561572252,888
1776057451,889
-194426874,890
-259077043,891
-509677283,892
-182971731,893
1289657948,894
-849094810,895
-2132902033,896
-793750977,897
